Timestamp,User,Message,Message_long
2024-05-09 15:33:28+00:00,StreamElements,Wanna see full VODs of certain games doro Played on Stream? Go sub to the VODs Channel -> https://www.youtube.com/@DorozeaVODS,126
2024-05-09 15:33:38+00:00,KaliYuga03,@memerboy BASED,15
2024-05-09 15:33:39+00:00,Risc__V,zyn doesn't have tobacco tho,28
2024-05-09 15:33:48+00:00,Trizze,hiii,4
2024-05-09 15:33:50+00:00,Martin_Gales,@Risc__V this mhm,17
2024-05-09 15:33:51+00:00,The_Astrum_Guardian,The_Astrum_Guardian is gifting 1 Tier 1 Subs to dorozea's community! They've gifted a total of 1 in the channel! ,113
2024-05-09 15:33:51+00:00,The_Astrum_Guardian,The_Astrum_Guardian gifted a Tier 1 sub to JimmyZoltral! ,57
2024-05-09 15:33:59+00:00,The_Astrum_Guardian,Hype train boys choo choo,25
2024-05-09 15:34:07+00:00,Trizze,very slow day today...,22
2024-05-09 15:34:14+00:00,Trizze,chilling,8
2024-05-09 15:34:17+00:00,pfftsmh,"pfftsmh subscribed at Tier 1. They've subscribed for 13 months, currently on a 13 month streak! Halloj.",103
2024-05-09 15:34:19+00:00,Trizze,(without the cig),17
2024-05-09 15:34:28+00:00,kunmilan99,"i quit smoking half a year ago, snus definizely helped me, but now i dont do neither",84
2024-05-09 15:34:48+00:00,Risc__V,im addicted to coke... zero,27
2024-05-09 15:34:48+00:00,jckxk,i missed the setups will it be a video doro?,44
2024-05-09 15:34:51+00:00,NoWorriesMATE_,is bro blasting the krusty crab anthem in the back,50
2024-05-09 15:34:51+00:00,pfftsmh,Have not seen it :(,19
2024-05-09 15:34:59+00:00,KaliYuga03,I stopped smoking like 3 years ago and I still crave it a few times a week,74
2024-05-09 15:35:04+00:00,akitox1c,is it faceit?,13
2024-05-09 15:35:12+00:00,pfftsmh,where is vod?,13
2024-05-09 15:35:21+00:00,Banties1g,will i be 1 of the first since i didnt get founders docnotL,59
2024-05-09 15:35:27+00:00,memerboy,that standing desk set up looked nice,37
2024-05-09 15:35:47+00:00,Trizze,@memerboy with the hanging fractal case?,40
2024-05-09 15:35:58+00:00,StreamElements,Want to keep the conversation going? Join the discord here: https://discord.gg/NprKmrBWPy,89
2024-05-09 15:36:16+00:00,JimmyZoltral,@The_Astrum_Guardian thanks bro!,32
2024-05-09 15:36:25+00:00,JimmyZoltral,<3 <3,5
2024-05-09 15:36:33+00:00,jckxk,vaping is worse in UK than smoking tbh,38
2024-05-09 15:36:33+00:00,Trizze,what are the downsides to chewing gum?,38
2024-05-09 15:36:35+00:00,memerboy,"@Trizze yes, it was sexy",24
2024-05-09 15:36:42+00:00,KaliYuga03,@Trizze diarrhea,16
2024-05-09 15:36:51+00:00,Trizze,@memerboy agreed mhm,20
2024-05-09 15:37:06+00:00,Trizze,reallyyy,8
2024-05-09 15:37:07+00:00,x3lolx,heey dora,9
2024-05-09 15:37:12+00:00,Martin_Gales,@Trizze chronic TMJ disorder mhm,32
2024-05-09 15:37:15+00:00,x3lolx,how u doing,11
2024-05-09 15:37:23+00:00,Trizze,"I saw a tiktok of a girl's jaw being locked yesterday, new fear unlocked",72
2024-05-09 15:37:28+00:00,memerboy,I take you as a hubba bubba kind of girl,40
2024-05-09 15:37:44+00:00,memerboy,hubba bubba sour 🫧,18
2024-05-09 15:37:52+00:00,Risc__V,I have TMJ as well but because I used to grind my teeth like schizo,67
2024-05-09 15:38:02+00:00,Trizze,I can't blow chewing gum bubbles catDespair,43
2024-05-09 15:38:11+00:00,Martin_Gales,doro is more of an extra superberries kind of girl mhm,54
2024-05-09 15:38:25+00:00,x3lolx,we miss u,9
2024-05-09 15:38:28+00:00,KaliYuga03,some gums taste nothing after 2 min,35
2024-05-09 15:38:34+00:00,Typhu25,klimza just made gkey leak btw,30
2024-05-09 15:38:38+00:00,akitox1c,"@dorozea in Ukraine when u ride in bus to big city, ALWAYS village grandpas or grandmas smell like they take sigarete shower , after what they goin drink some vodka  and go to bomb local pharmacies Kappa",203
2024-05-09 15:38:38+00:00,Typhu25,thats your own mod....,22
2024-05-09 15:38:39+00:00,Trizze,what's the max amount of gum you've chewed at once?,51
2024-05-09 15:39:00+00:00,klimzaa,@Typhu25 ?\,11
2024-05-09 15:39:06+00:00,klimzaa,bro im literally eating food and watching yt,44
2024-05-09 15:39:11+00:00,klimzaa,im not on gkey stream,21
2024-05-09 15:39:11+00:00,Risc__V,gumtard classic,15
2024-05-09 15:39:12+00:00,klimzaa,OMEYES,6
2024-05-09 15:39:28+00:00,KaliYuga03,"gums with free ""tattoo"" inside FeelsWowMan",42
2024-05-09 15:39:31+00:00,akitox1c,"thats always happend,i don`t know why. or me just lusky one LUL",63
2024-05-09 15:40:12+00:00,Martin_Gales,nt,2
2024-05-09 15:40:20+00:00,iamsulemaann,Hi,2
2024-05-09 15:40:33+00:00,memerboy,"I'm not gonna lie, I tried to google your net worth @dorozea",60
2024-05-09 15:40:37+00:00,Martin_Gales,100 a day,9
2024-05-09 15:40:39+00:00,Trizze,daaaamn,7
2024-05-09 15:40:41+00:00,Trizze,very impressive,15
2024-05-09 15:40:42+00:00,Martin_Gales,deadassFaint,12
2024-05-09 15:40:42+00:00,pfftsmh,"Damn, you were really mean when rating my setup :<",50
2024-05-09 15:40:51+00:00,Typhu25,^,1
2024-05-09 15:40:52+00:00,Typhu25,Jackass,7
2024-05-09 15:40:55+00:00,Typhu25,3/10 is crazy....,17
2024-05-09 15:41:03+00:00,The_Astrum_Guardian,ChillGirl ChillGirl ChillGirl,29
2024-05-09 15:41:12+00:00,pfftsmh,6/10 arnoldHalt,15
2024-05-09 15:41:15+00:00,1206paul_,not having a mousepad is crazy @Typhu25,39
2024-05-09 15:41:24+00:00,Typhu25,@1206paul_ what do they even do,31
2024-05-09 15:41:33+00:00,SplaXie_CS,shot heads,10
2024-05-09 15:41:40+00:00,1206paul_,make your mouse move way smoother and precice?,46
2024-05-09 15:41:49+00:00,hbtschutze,Hello how are u doro,20
2024-05-09 15:41:53+00:00,Typhu25,@1206paul_ i do that anyway because im the skibidi,50
2024-05-09 15:42:09+00:00,memerboy,did you swallow the gum?,24
2024-05-09 15:42:14+00:00,pfftsmh,big d whats ur ratin now?,25
2024-05-09 15:42:15+00:00,akitox1c,"i think in cs we don`t need guns, play with deagle or usp to take a rounds for free Kappa",89
2024-05-09 15:42:16+00:00,Typhu25,nah my mouse has the mousepad thing build into the stand thing it has,69
2024-05-09 15:42:50+00:00,pfftsmh,lmao. started at 6k this week or smth. Bout to hit 10k now.,59
2024-05-09 15:42:52+00:00,mackenzie58,nice shots,10
2024-05-09 15:42:58+00:00,Arcthew,@dorozea whats your moniot,26
2024-05-09 15:43:01+00:00,Arcthew,monitor*,8
2024-05-09 15:43:15+00:00,SplaXie_CS,4k master,9
2024-05-09 15:43:22+00:00,mangehjalmarsson,let me join next,16
2024-05-09 15:43:26+00:00,Typhu25,not saying hi to me is kinda.......,35
2024-05-09 15:43:29+00:00,zaxkyyy_,LUL LUL,7
2024-05-09 15:43:32+00:00,Typhu25,this treatment of your regulars cannot...,41
2024-05-09 15:43:54+00:00,Typhu25,lemme hop on next,17
2024-05-09 15:43:54+00:00,Martin_Gales,@Typhu25 she hates her viewers mhm,34
2024-05-09 15:44:06+00:00,mangehjalmarsson,day #101 of asking,18
2024-05-09 15:44:06+00:00,Typhu25,my rating after a week break is INSANE!,39
2024-05-09 15:44:23+00:00,pfftsmh,can i buy boost of you?,23
2024-05-09 15:44:28+00:00,memerboy,why don't you move to Malta to avoid taxes?,43
2024-05-09 15:44:49+00:00,pfftsmh,Ur boosting me duh? :>,22
2024-05-09 15:44:51+00:00,Martin_Gales,you have streamed it for 281 hours so.......,44
2024-05-09 15:44:59+00:00,walnutNESS,i have 18k and now idw to play so i dont  drop elo,50
2024-05-09 15:45:04+00:00,Typhu25,martin how do you know that,27
2024-05-09 15:45:22+00:00,memerboy,is it because you can't drink the tap water in Malta? @dorozea,62
2024-05-09 15:45:37+00:00,whiteknightnipples,hello beautiful people,22
2024-05-09 15:45:43+00:00,zaxkyyy_,nt nt,5
2024-05-09 15:45:45+00:00,memerboy,!songname,9
2024-05-09 15:45:50+00:00,memerboy,what's the name of this song?,29
2024-05-09 15:45:58+00:00,StreamElements,Want to keep the conversation going? Join the discord here: https://discord.gg/NprKmrBWPy,89
2024-05-09 15:46:01+00:00,Martin_Gales,@Typhu25 you mean you dont have a excel file that keeps track of what your favorite streamers have played and how long?,119
2024-05-09 15:46:08+00:00,Typhu25,omeStare,8
2024-05-09 15:46:10+00:00,Typhu25,dude what,9
2024-05-09 15:46:15+00:00,Martin_Gales,@Typhu25 JOKE,13
2024-05-09 15:46:18+00:00,memerboy,Abba?,5
2024-05-09 15:46:25+00:00,mangehjalmarsson,hey rinkeby - yasin,19
2024-05-09 15:46:47+00:00,memerboy,I don't know many SWE artists,29
2024-05-09 15:46:53+00:00,Martin_Gales,yes,3
2024-05-09 15:46:53+00:00,Risc__V,Noppers,7
2024-05-09 15:46:54+00:00,klimzaa,no :),5
2024-05-09 15:46:56+00:00,walnutNESS,yes,3
2024-05-09 15:46:58+00:00,kunmilan99,hell nah,8
2024-05-09 15:46:58+00:00,StreamElements,Twitter:  https://twitter.com/dorozeaxd  TikTok:  https://tiktok.com/@dorozea Instagram:  https://www.instagram.com/dorozeaxd/   YouTube: https://www.youtube.com/watch?v=Y42m-Y3PZ9s&ab_channel=Dorozea,200
2024-05-09 15:47:01+00:00,pfftsmh,Song request when?,18
2024-05-09 15:47:04+00:00,memerboy,"fuck it, mods poll it!",22
2024-05-09 15:47:12+00:00,zaxkyyy_,dammnn top fragging look at u carrying ow now in cs too Kappa,61
2024-05-09 15:47:18+00:00,Martin_Gales,but you have become worse since you started playing ow,54
2024-05-09 15:47:18+00:00,Typhu25,play oppy day,13
2024-05-09 15:47:33+00:00,memerboy,Alfons - Ganjaman,17
2024-05-09 15:47:45+00:00,pfftsmh,@memerboy og,12
2024-05-09 15:47:53+00:00,Risc__V,@Martin_Gales undermining ow classic,36
2024-05-09 15:47:58+00:00,StreamElements,REACTING to OW Cinematics for the first time -> https://youtu.be/T0FOSsRqLDs?si=uivZA_b-m60l4Gzh,96
2024-05-09 15:48:02+00:00,Trizze,me!!!!!!,8
2024-05-09 15:48:03+00:00,pfftsmh,rigged.,7
2024-05-09 15:48:03+00:00,Typhu25,people watch that?,18
2024-05-09 15:48:04+00:00,mangehjalmarsson,no1 hopefully,13
2024-05-09 15:48:07+00:00,jckxk,not me :),9
2024-05-09 15:48:07+00:00,zaxkyyy_,what?,5
2024-05-09 15:48:10+00:00,KaliYuga03,DansGame,8
2024-05-09 15:48:13+00:00,memerboy,2nd qualifiers is today @dorozea,32
2024-05-09 15:48:20+00:00,ernest_tr,Why you did write girlgamer,27
2024-05-09 15:48:22+00:00,zaxkyyy_,watch what?,11
2024-05-09 15:48:31+00:00,pfftsmh,Gunilla <3,10
2024-05-09 15:48:43+00:00,Typhu25,united is on,12
2024-05-09 15:48:46+00:00,Typhu25,i am NOT watching that,22
2024-05-09 15:48:48+00:00,mangehjalmarsson,"israel is attending, boycott",28
2024-05-09 15:48:56+00:00,jckxk,@Typhu25 YANITED,16
2024-05-09 15:49:02+00:00,memerboy,Who is competing for Sweden?,28
2024-05-09 15:49:05+00:00,Typhu25,gotta clear the day innit,25
2024-05-09 15:49:14+00:00,memerboy,and that's legal?,17
2024-05-09 15:49:17+00:00,Trizze,how is it even allowed!!,24
2024-05-09 15:49:21+00:00,Trizze,stupid norway,13
2024-05-09 15:49:23+00:00,pfftsmh,rigged.,7
2024-05-09 15:49:38+00:00,klimzaa,dude lithuania is gonna win..,29
2024-05-09 15:49:42+00:00,whiteknightnipples,ReallyMad norway,16
2024-05-09 15:49:53+00:00,klimzaa,we never not qualified,22
2024-05-09 15:50:03+00:00,zaxkyyy_,lol,3
2024-05-09 15:50:05+00:00,klimzaa,EZ,2
2024-05-09 15:50:09+00:00,memerboy,Israel got this in the bag! 😎,29
2024-05-09 15:50:23+00:00,Smurrk,Listening,9
2024-05-09 15:50:24+00:00,klimzaa,idk im not the biggest fan of the song but ill support it okak,62
2024-05-09 15:50:34+00:00,roxa0,irelands performmancec was good,31
2024-05-09 15:50:37+00:00,Typhu25,do you know whats crazy?,24
2024-05-09 15:50:40+00:00,klimzaa,n OMEGALUL,10
2024-05-09 15:50:48+00:00,Typhu25,is that that low taper fade meme is still MASSIVE,49
2024-05-09 15:50:49+00:00,pfftsmh,Arent you sad Gunilla didnt win?,32
2024-05-09 15:51:38+00:00,pfftsmh,But its gunilla tho?,20
2024-05-09 15:51:41+00:00,roxa0,AIM,3
2024-05-09 15:51:48+00:00,IvanOnMyOwn,Hey ^^,6
2024-05-09 15:51:53+00:00,akitox1c,@dorozea can u tell me why you streaming only around 17?,56
2024-05-09 15:51:53+00:00,memerboy,Do you watch Robinson?,22
2024-05-09 15:51:57+00:00,roxa0,@IvanOnMyOwn hi,15
2024-05-09 15:52:04+00:00,Typhu25,@dorozea,8
2024-05-09 15:52:12+00:00,pfftsmh,Shes a good tax evader! BASED,29
2024-05-09 15:52:14+00:00,Martin_Gales,"gunilla is basically being bullied, kinda sad",45
2024-05-09 15:52:22+00:00,akitox1c,u working or study somewhere?,29
2024-05-09 15:52:28+00:00,1SKELTON,SKELTON_19 subscribed at Tier 1. They've subscribed for 12 months! omg a year SLAY,82
2024-05-09 15:52:30+00:00,IvanOnMyOwn,IvanOnMyOwn subscribed at Tier 1. They've subscribed for 7 months! bla bla,74
2024-05-09 15:52:39+00:00,Typhu25,milf manor?,11
2024-05-09 15:52:57+00:00,Banties1g,SKELTON LETSFUCKINGJOE,22
2024-05-09 15:53:01+00:00,ernest_tr,You watch walking dead,22
2024-05-09 15:53:11+00:00,Banties1g,my favourite chatter,20
2024-05-09 15:53:12+00:00,IvanOnMyOwn,wait you solo quing?,20
2024-05-09 15:53:13+00:00,1SKELTON,@Banties1g bantieeeeesss Flirt,30
2024-05-09 15:53:24+00:00,1SKELTON,@Banties1g no u,15
2024-05-09 15:53:29+00:00,Banties1g,Flirt,5
2024-05-09 15:53:34+00:00,memerboy,do you have grisch?,19
2024-05-09 15:54:06+00:00,memerboy,do you bonesmash?,17
2024-05-09 15:54:10+00:00,Martin_Gales,you even commented on grisch tiktoks doro,41
2024-05-09 15:54:19+00:00,Martin_Gales,during a stream mhm,19
2024-05-09 15:54:32+00:00,pfftsmh,L dementia,10
2024-05-09 15:55:06+00:00,1SKELTON,!elo :tf:,9
2024-05-09 15:55:06+00:00,Nightbot,Who is elo?,11
2024-05-09 15:55:14+00:00,memerboy,"you got a pretty laid back grisch I'd say. You're for sure not looksmaxxed, you're more like a quirked up white girl with a little bit of swag... if that makes sense 👍",167
2024-05-09 15:55:32+00:00,Martin_Gales,its more like dressing posh,27
2024-05-09 15:55:33+00:00,walnutNESS,have you watched baby reindeer,30
2024-05-09 15:55:35+00:00,akitox1c,"if you don't mind, and the chat too, if I sometimes write nonsense, then I'm trying to remember English and improve my skills, is it ok?",136
2024-05-09 15:55:50+00:00,roxa0,"@walnutNESS weird version of ""You"" i guess",42
2024-05-09 15:55:50+00:00,memerboy,just vibe with it sister 🤙,26
2024-05-09 15:55:58+00:00,StreamElements,Want to keep the conversation going? Join the discord here: https://discord.gg/NprKmrBWPy,89
2024-05-09 15:56:18+00:00,roxa0,BANGER,6
2024-05-09 15:56:27+00:00,Martin_Gales,@akitox1c basically all of chat is nonsense,43
2024-05-09 15:56:34+00:00,Martin_Gales,so feel welcomed o7,19
2024-05-09 15:56:37+00:00,IvanOnMyOwn,LoTR 10/10,10
2024-05-09 15:56:46+00:00,IvanOnMyOwn,Have you watched Hobbit?,24
2024-05-09 15:56:58+00:00,pfftsmh,!followage,10
2024-05-09 15:56:59+00:00,StreamElements,"@pfftsmh, pfftsmh has been following dorozea for  11 months 30 days 22 hours",76
2024-05-09 15:57:09+00:00,akitox1c,thank you sir @Martin_Gales,27
2024-05-09 15:57:13+00:00,Martin_Gales,the books are almost a 100 years old doro,41
2024-05-09 15:57:13+00:00,KaliYuga03,"Do you play with open hair offstream? (my gf angrily went ""no girl have their hair open at pc"" when she saw me watching this)",125
2024-05-09 15:57:15+00:00,Martin_Gales,spoil it,8
2024-05-09 15:57:16+00:00,cerealkiller3214,I rewatched scary movie today do you like it,44
2024-05-09 15:57:34+00:00,IvanOnMyOwn,You can spoil it,16
2024-05-09 15:57:39+00:00,Trizze,yee u can spoil lotr trizzeICANT imo,36
2024-05-09 15:57:40+00:00,IvanOnMyOwn,but just say spoil alert so people mute,39
2024-05-09 15:57:55+00:00,Risc__V,I remember you hating on LOTR last time UltraMad,48
2024-05-09 15:58:00+00:00,kendyandy,Is there any place we can go or do  in Stockholm at night?,58
2024-05-09 15:58:06+00:00,Martin_Gales,the swedish version of the lotr books MONKA,43
2024-05-09 15:58:06+00:00,akitox1c,so who is Frodo on this chat? Kappa,35
2024-05-09 15:58:12+00:00,IvanOnMyOwn,@kendyandy who is we,20
2024-05-09 15:58:13+00:00,IvanOnMyOwn,omE,3
2024-05-09 15:58:23+00:00,kendyandy,"no man, just for my travel",26
2024-05-09 15:58:31+00:00,1SKELTON,UltraMad,8
2024-05-09 15:58:35+00:00,kendyandy,for some advice,15
2024-05-09 15:58:35+00:00,IvanOnMyOwn,Ofc there is,12
2024-05-09 15:58:40+00:00,IvanOnMyOwn,Its the capital of Sweden omE,29
2024-05-09 15:58:55+00:00,KaliYuga03,Göta kanal is the swedish lotr,30
2024-05-09 15:59:05+00:00,pfftsmh,Gröna lund🔝,11
2024-05-09 15:59:10+00:00,Trizze,"get a subway card and use the subway, it's great in stockholm",61
2024-05-09 15:59:28+00:00,kendyandy,OK! Thanks yall,15
2024-05-09 15:59:39+00:00,klimzaa,OMEYES,6
2024-05-09 15:59:40+00:00,akitox1c,hahahaha,8
2024-05-09 15:59:42+00:00,KaliYuga03,lol,3
2024-05-09 15:59:42+00:00,IvanOnMyOwn,Just google it @kendyandy,25
2024-05-09 15:59:42+00:00,Trizze,and some underground subway stations look really cool,53
2024-05-09 15:59:46+00:00,ernest_tr,Russia,6
2024-05-09 15:59:50+00:00,The_Only_Hound,okak blat,9
2024-05-09 15:59:53+00:00,IvanOnMyOwn,Hiii klimmy :3,14
2024-05-09 15:59:54+00:00,pfftsmh,Big d for sure has the most random playlist ever.,49
2024-05-09 16:00:10+00:00,Banties1g,english in chat,15
2024-05-09 16:00:31+00:00,akitox1c,now we have a reason why they didn`t listen to you :),53
2024-05-09 16:00:37+00:00,memerboy,I haven't heard a single Skrillex song...,41
2024-05-09 16:00:51+00:00,memerboy,FUCK YOU!,9
2024-05-09 16:00:51+00:00,IvanOnMyOwn,ah should have times him out gkeyBased before denying,53
2024-05-09 16:00:54+00:00,memerboy,take that back,14
2024-05-09 16:00:58+00:00,pfftsmh,Havent heard one single frenchcore song yet. >:(,48
2024-05-09 16:01:25+00:00,memerboy,!youtube,8
2024-05-09 16:01:25+00:00,StreamElements,https://www.youtube.com/@dorozea INSANE OMEGA CONTENT NOWAYING,62
2024-05-09 16:01:28+00:00,memerboy,!YT,3
2024-05-09 16:01:28+00:00,Risc__V,None of the new diss tracks UGH,31
2024-05-09 16:01:38+00:00,lubb1x,HeyGuys,7
2024-05-09 16:01:38+00:00,akitox1c,OMEGALUL,8
2024-05-09 16:01:47+00:00,IvanOnMyOwn,@Risc__V well tbf they are all garbage omE,42
2024-05-09 16:01:56+00:00,Risc__V,@IvanOnMyOwn take that back UltraMad,36
2024-05-09 16:02:08+00:00,IvanOnMyOwn,"no, not a single good song",26
2024-05-09 16:02:25+00:00,Risc__V,@IvanOnMyOwn taste issues classic,33
2024-05-09 16:02:30+00:00,IvanOnMyOwn,nope,4
2024-05-09 16:02:42+00:00,Martin_Gales,"The tanslator of the lotr to swedish says that The Tolkien Society is an evil mafia, controlled by Tolkien's children in Oxford. and that they engage in sex orgies, drugs, devil worship, ritual murder and organized crime. and i think he also said that a gandolf cosplayer stole his wife?",287
2024-05-09 16:02:45+00:00,akitox1c,100% skills . 0 luck,20
2024-05-09 16:02:53+00:00,Martin_Gales,the translator*,15
2024-05-09 16:02:55+00:00,Risc__V,@Martin_Gales Flushed,21
2024-05-09 16:02:58+00:00,StreamElements,REACTING to OW Cinematics for the first time -> https://youtu.be/T0FOSsRqLDs?si=uivZA_b-m60l4Gzh,96
2024-05-09 16:03:04+00:00,kunmilan99,@Martin_Gales wtf dude,22
2024-05-09 16:03:28+00:00,StreamElements,Wanna see full VODs of certain games doro Played on Stream? Go sub to the VODs Channel -> https://www.youtube.com/@DorozeaVODS,126
2024-05-09 16:03:30+00:00,pfftsmh,cs moment.,10
2024-05-09 16:03:31+00:00,akitox1c,@Martin_Gales hahahahaha what i`m read...,41
2024-05-09 16:03:35+00:00,walnutNESS,nah go a,8
2024-05-09 16:03:36+00:00,Risc__V,is she having a stroke monakS,29
2024-05-09 16:03:39+00:00,Trizze,@Martin_Gales chat is this real,31
2024-05-09 16:03:52+00:00,Martin_Gales,"@Trizze google ""Tolkien och den svarta magin"" mhm",49
2024-05-09 16:04:18+00:00,cerealkiller3214,do you like stardust? this is yung lean album,45
2024-05-09 16:04:22+00:00,nikki_pitt,hmmmmm,6
2024-05-09 16:04:25+00:00,1SKELTON,met any hackers yet?,20
2024-05-09 16:04:57+00:00,nikki_pitt,lots of kurwas tho,18
2024-05-09 16:05:15+00:00,Trizze,@Martin_Gales lmao wtf,22
2024-05-09 16:05:17+00:00,1SKELTON,bro u used to be 9k NAHH,24
2024-05-09 16:05:20+00:00,Pistachio48,dorozea isn't kosing again LOL,30
2024-05-09 16:05:27+00:00,Pistachio48,losing*,7
2024-05-09 16:05:49+00:00,Martin_Gales,@Trizze yea its a random fun fact that i like to share mhm,58
2024-05-09 16:05:58+00:00,walnutNESS,lol,3
2024-05-09 16:05:58+00:00,StreamElements,Want to keep the conversation going? Join the discord here: https://discord.gg/NprKmrBWPy,89
2024-05-09 16:06:14+00:00,KaliYuga03,docnotL,7
2024-05-09 16:06:17+00:00,Trizze,"@Martin_Gales thank you for sharing it martin, funniest fact of the day for sure!!",82
2024-05-09 16:06:18+00:00,IvanOnMyOwn,Winston aim ICANT,17
2024-05-09 16:06:19+00:00,pfftsmh,redsGj,6
2024-05-09 16:06:20+00:00,icep1cke,peepoClap,9
2024-05-09 16:06:27+00:00,Martin_Gales,gg,2
2024-05-09 16:06:28+00:00,Risc__V,CLOWNDETECTED so bad,20
2024-05-09 16:06:41+00:00,walnutNESS,ak is the bestttt,17
2024-05-09 16:06:47+00:00,KaliYuga03,aim head with 1st shot,22
2024-05-09 16:06:58+00:00,StreamElements,Twitter:  https://twitter.com/dorozeaxd  TikTok:  https://tiktok.com/@dorozea Instagram:  https://www.instagram.com/dorozeaxd/   YouTube: https://www.youtube.com/watch?v=Y42m-Y3PZ9s&ab_channel=Dorozea,200
2024-05-09 16:07:13+00:00,bigassmatt,do you know the spray pattern for ak?,37
2024-05-09 16:07:17+00:00,1SKELTON,invite banties :D,17
2024-05-09 16:07:27+00:00,bigassmatt,down and to the left,20
2024-05-09 16:07:32+00:00,Risc__V,LieMeter,8
2024-05-09 16:07:33+00:00,Martin_Gales,@SKELTON_19 he only joins during o2,35
2024-05-09 16:07:34+00:00,bigassmatt,yeah fuck this game,19
2024-05-09 16:07:36+00:00,Martin_Gales,ow2*,4
2024-05-09 16:07:37+00:00,IvanOnMyOwn,invite martin he will carry,27
2024-05-09 16:07:54+00:00,1SKELTON,@Martin_Gales right,19
2024-05-09 16:08:04+00:00,Martin_Gales,yes,3
2024-05-09 16:08:08+00:00,Risc__V,Noppers,7
2024-05-09 16:08:10+00:00,kecso1g,no,2
2024-05-09 16:08:12+00:00,nikki_pitt,please do tell,14
2024-05-09 16:08:16+00:00,Trizze,yes,3
2024-05-09 16:08:28+00:00,Risc__V,Pog,3
2024-05-09 16:08:32+00:00,IvanOnMyOwn,Pragenant??,11
2024-05-09 16:08:35+00:00,IvanOnMyOwn,oh,2
2024-05-09 16:08:37+00:00,IvanOnMyOwn,boringggg,9
2024-05-09 16:08:48+00:00,nikki_pitt,not twins? docnotL,18
2024-05-09 16:08:56+00:00,Trizze,epic,4
2024-05-09 16:09:19+00:00,Trizze,what did she do?,16
2024-05-09 16:09:27+00:00,IvanOnMyOwn,I usually tell them,19
2024-05-09 16:09:40+00:00,IvanOnMyOwn,I tell them you are so rude when im leaving,43
2024-05-09 16:09:40+00:00,kecso1g,cum monster pspJam,18
2024-05-09 16:09:43+00:00,Trizze,true...,7
2024-05-09 16:09:50+00:00,walnutNESS,cause they cant find any other job,34
2024-05-09 16:09:51+00:00,Preferx,Cuz she missed u twerking on stream and got mad,47
2024-05-09 16:10:34+00:00,pfftsmh,Vertigo 🔝,9
2024-05-09 16:10:40+00:00,Risc__V,@kecso1g HUH,12
2024-05-09 16:10:42+00:00,IvanOnMyOwn,yrea,4
2024-05-09 16:10:51+00:00,1206paul_,bro 6.9k,8
2024-05-09 16:10:53+00:00,1206paul_,you fell off,12
2024-05-09 16:11:01+00:00,1SKELTON,peepoGiggles,12
2024-05-09 16:11:04+00:00,balintboss,it is,5
2024-05-09 16:11:11+00:00,pfftsmh,cuz they have peek toward mirage,32
2024-05-09 16:11:18+00:00,akitox1c,"@dorozea you playing only with Paul? i saw some videos, he seems good guy . sometimes Kappa",91
2024-05-09 16:11:19+00:00,kecso1g,mihxage,7
2024-05-09 16:11:25+00:00,1206paul_,id be at 15k by now,19
2024-05-09 16:12:00+00:00,pfftsmh,Nice elo.,9
2024-05-09 16:12:05+00:00,balintboss,I hate anubis and I loading my second anubis today AINTNOWAY,60
2024-05-09 16:12:34+00:00,bigassmatt,i thought we were talking about anubis in ow,44
2024-05-09 16:12:36+00:00,cerealkiller3214,love Anubis best map,20
2024-05-09 16:13:13+00:00,kecso1g,i miss old doro who isnt playing overwatch and valorant,55
2024-05-09 16:13:28+00:00,pfftsmh,inspecting default knife🤔,25
2024-05-09 16:13:54+00:00,Martin_Gales,doro played valorant last on the 1st of may,43
2024-05-09 16:14:06+00:00,kittneee,would you consider getting a wolf cut,37
2024-05-09 16:14:16+00:00,cerealkiller3214,I just clutched while I was watching stream,43
2024-05-09 16:14:34+00:00,bigassmatt,vote kick them,14
2024-05-09 16:14:36+00:00,Risc__V,BLABBERING,10
2024-05-09 16:14:43+00:00,Martin_Gales,doro bullying him for being poor,32
2024-05-09 16:14:45+00:00,Martin_Gales,wow,3
2024-05-09 16:14:46+00:00,Wyrdookie,@cerealkiller3214 got the clip?,31
2024-05-09 16:14:47+00:00,kecso1g,@bigassmatt ???????,19
2024-05-09 16:15:02+00:00,bigassmatt,@kecso1g ???,12
2024-05-09 16:15:09+00:00,1SKELTON,double audio = double info mhm,30
2024-05-09 16:15:25+00:00,kecso1g,try buzz cut,12
2024-05-09 16:15:26+00:00,KaliYuga03,cl_righthand 0 DansGame,23
2024-05-09 16:15:28+00:00,akitox1c,"@Martin_Gales valorant its game for people who like to fly in the clouds, right? hehe",85
2024-05-09 16:15:30+00:00,kecso1g,or try dimacut,14
2024-05-09 16:15:47+00:00,1SKELTON,take off the wig,16
2024-05-09 16:15:48+00:00,Banties1g,low taper fade,14
2024-05-09 16:15:48+00:00,pfftsmh,low taper fade?,15
2024-05-09 16:15:58+00:00,StreamElements,Want to keep the conversation going? Join the discord here: https://discord.gg/NprKmrBWPy,89
2024-05-09 16:16:50+00:00,bigassmatt,are you trying to locate them,29
2024-05-09 16:16:50+00:00,Martin_Gales,you need a better question mhm,30
2024-05-09 16:16:51+00:00,KaliYuga03,he's tilted OMEGALUL,20
2024-05-09 16:17:04+00:00,Martin_Gales,"""where are you from"" is getting old mhm",39
